property_size,longitude,latitude,total_floor,BHK_type_encoded,bathroom,locality_encoded,furnishing_encoded,floor,parking_encoded
1050.0,77.7051829,12.9606898,4.0,1,2.0,188,2,3.0,0
1000.0,77.59589906,12.91366642,2.0,2,2.0,30,2,0.0,0
550.0,77.59709196,12.9198152,3.0,1,2.0,371,2,2.0,2
900.0,77.6093762,12.91631639,2.0,0,2.0,86,2,2.0,3
1300.0,77.6751988,12.9810595,4.0,2,2.0,158,2,3.0,0
1150.0,77.74093259,12.92968871,11.0,1,2.0,264,2,2.0,0
600.0,77.63277944,12.92913093,3.0,1,1.0,438,2,1.0,3
1050.0,77.75880114,12.97544443,4.0,1,2.0,775,0,2.0,0
400.0,77.52604629,12.97715261,2.0,0,1.0,762,2,2.0,3
600.0,77.67605446,12.90763955,3.0,0,1.0,409,2,3.0,3
400.0,77.6352426,12.9189401,4.0,0,1.0,273,2,0.0,1
1300.0,77.55649129,12.92271684,4.0,1,2.0,102,2,4.0,0
1100.0,77.556851,12.9380003,2.0,1,2.0,112,2,1.0,0
1800.0,77.6275515,12.9376492,4.0,2,3.0,751,2,4.0,0
450.0,77.59751172,12.94884058,1.0,0,1.0,778,0,1.0,3
1400.0,77.6721811,12.9765403,3.0,1,2.0,493,2,3.0,0
1215.0,77.5903365,12.9014521,4.0,1,3.0,334,2,1.0,0
450.0,77.60652581,12.92656872,3.0,0,1.0,701,2,3.0,3
1956.0,77.68963209,12.90718077,4.0,2,2.0,211,2,4.0,0
1140.0,77.695878,12.93552736,4.0,1,2.0,390,2,1.0,0
1200.0,77.53640987,12.94659387,3.0,1,2.0,200,2,0.0,3
550.0,77.57320562,12.94471445,1.0,0,1.0,124,2,0.0,3
1200.0,77.71204948,12.96506099,4.0,2,2.0,4,2,2.0,0
200.0,77.697419,12.9591722,5.0,5,1.0,501,2,5.0,3
2400.0,77.54049371,12.97453975,2.0,1,2.0,763,2,1.0,3
300.0,77.65375809,12.97461753,4.0,5,1.0,559,2,4.0,3
1500.0,77.58622669,12.93263267,2.0,2,1.0,361,2,1.0,0
1200.0,77.66482,12.9137674,4.0,1,2.0,18,2,2.0,0
900.0,77.55866567,12.99832491,2.0,0,1.0,604,2,1.0,3
1200.0,77.55000714,12.90967075,4.0,1,2.0,734,2,2.0,0
625.0,77.64853995,12.9075595,3.0,0,1.0,273,2,3.0,3
1080.0,77.7554167,12.9655833,4.0,1,2.0,549,2,2.0,0
1000.0,77.6812078,12.978714,4.0,1,2.0,395,0,3.0,0
1050.0,77.605771,12.9098256,3.0,1,2.0,696,2,3.0,0
1000.0,77.73120285,12.95572942,1.0,1,1.0,775,1,1.0,0
700.0,77.68017638,12.99457525,3.0,0,1.0,75,2,3.0,0
700.0,77.62143912,12.94038331,1.0,1,1.0,443,2,0.0,0
1000.0,77.51006828,12.96130002,7.0,1,2.0,539,2,3.0,3
700.0,77.55826743,12.99156884,3.0,1,2.0,587,2,2.0,3
1200.0,77.60483238,12.9092274,4.0,0,1.0,86,2,0.0,3
450.0,77.64243492,12.90019212,4.0,0,1.0,273,2,3.0,3
350.0,77.74198017,12.96877166,2.0,0,1.0,775,2,2.0,3
400.0,77.7086436,12.9479031,4.0,5,1.0,520,2,0.0,3
600.0,77.59141796,12.96392101,3.0,1,2.0,639,2,1.0,2
950.0,77.54687368,12.92554292,2.0,1,2.0,104,2,1.0,0
1500.0,77.6218629,12.9462606,7.0,2,2.0,384,2,5.0,0
1075.0,77.75929219,12.97543082,4.0,1,2.0,775,2,2.0,0
1200.0,77.74082727,12.94225488,1.0,2,2.0,744,2,0.0,3
1189.0,77.61529541,12.94173527,4.0,1,2.0,438,2,1.0,0
1140.0,77.7019577,12.9958086,14.0,1,2.0,311,2,1.0,1
740.0,77.7755112,12.9834759,4.0,1,2.0,716,2,4.0,0
1100.0,77.56045229,12.92723479,3.0,1,2.0,104,2,2.0,0
1100.0,77.55718031,12.92787411,3.0,1,2.0,104,2,2.0,0
1900.0,77.6664831,12.9232058,10.0,2,3.0,259,2,3.0,0
1000.0,77.54975167,12.92535061,2.0,3,3.0,102,2,0.0,0
1430.0,77.52345276,12.92204857,4.0,2,3.0,612,2,0.0,0
1100.0,77.6340603,12.91700331,3.0,2,2.0,438,2,3.0,3
800.0,77.60243659,12.94846036,3.0,1,2.0,778,2,2.0,3
1000.0,77.54696136,12.93081076,2.0,1,2.0,104,2,2.0,0
500.0,77.58188152,12.95164253,2.0,0,1.0,505,2,2.0,2
1129.0,77.7292916,12.9812336,4.0,1,2.0,775,2,1.0,0
600.0,77.55926394,12.916921,1.0,0,1.0,565,2,1.0,3
1540.0,77.6005729,12.9050761,12.0,2,2.0,147,2,7.0,0
250.0,77.61085505,12.90855232,3.0,5,1.0,86,2,3.0,3
132.0,77.69168207,12.9334123,2.0,5,1.0,390,1,1.0,3
1500.0,77.59037586,12.90698051,4.0,1,3.0,25,2,2.0,0
1200.0,77.58639407,12.9713162,5.0,2,2.0,638,2,4.0,0
1870.0,77.70101486,12.94141673,7.0,2,3.0,571,0,4.0,0
1230.0,77.545462,12.9499952,5.0,1,2.0,515,2,0.0,0
1757.0,77.69032888,12.90817457,4.0,1,3.0,643,0,4.0,0
900.0,77.76869189,12.98155918,4.0,1,1.0,174,2,0.0,3
800.0,77.55330188,12.9229394,2.0,1,2.0,104,2,0.0,0
800.0,77.54600425,12.92802616,2.0,1,2.0,329,2,0.0,3
1580.0,77.68748474,12.90992641,14.0,2,3.0,645,2,7.0,0
350.0,77.63612011,12.98177833,3.0,0,1.0,322,2,2.0,3
600.0,77.54624747,12.95952421,1.0,1,1.0,556,2,0.0,3
700.0,77.5372848,12.9708006,3.0,0,1.0,764,2,3.0,0
520.0,77.5758886,12.99145952,2.0,1,1.0,454,1,2.0,3
1000.0,77.54254575,12.99518866,3.0,1,2.0,128,2,2.0,0
550.0,77.57724602,12.99418096,2.0,0,1.0,495,2,2.0,3
1200.0,77.59295267,12.91746971,2.0,2,2.0,355,2,1.0,0
1040.0,77.665865,12.9750721,4.0,1,2.0,240,2,3.0,0
1000.0,77.6133136,12.92000994,4.0,0,1.0,89,2,1.0,3
750.0,77.53768201,12.98799461,2.0,1,1.0,130,2,0.0,3
950.0,77.54166096,12.97600976,2.0,1,1.0,762,2,1.0,3
1450.0,77.7337254,12.9801606,6.0,1,2.0,580,2,1.0,0
1490.0,77.70569868,12.93683785,3.0,1,2.0,523,0,2.0,0
1750.0,77.67307702,12.97406552,5.0,3,3.0,395,2,5.0,0
1045.0,77.7621505,12.98359063,4.0,1,2.0,775,2,1.0,0
1000.0,77.51984503,12.92683333,4.0,1,2.0,603,2,2.0,0
980.0,77.62163053,12.9039477,3.0,1,2.0,149,2,3.0,3
750.0,77.60016291,12.9476644,1.0,1,1.0,778,2,1.0,3
900.0,77.6367718,12.90896853,3.0,1,2.0,657,2,0.0,3
800.0,77.60725657,12.92530997,1.0,1,2.0,701,2,0.0,3
1125.0,77.74180054,12.96282121,4.0,1,2.0,775,2,4.0,0
800.0,77.60030396,12.92792255,1.0,1,2.0,361,0,0.0,2
1047.0,77.7247772,12.9661682,16.0,1,2.0,464,2,11.0,0
600.0,77.60793828,12.93243219,3.0,1,2.0,701,2,2.0,2
750.0,77.5575963,12.99418427,3.0,1,2.0,471,2,3.0,3
1200.0,77.70805045,12.94777785,0.0,1,2.0,520,1,0.0,0
800.0,77.58392577,12.9027332,4.0,1,2.0,337,2,3.0,3
300.0,77.61290012,12.91970157,3.0,0,1.0,89,2,0.0,1
300.0,77.63464022,12.961329,3.0,0,1.0,223,2,2.0,2
1760.0,77.6329758,12.9071637,12.0,2,3.0,273,2,3.0,0
524.0,77.71699775,12.95321333,4.0,0,1.0,720,2,2.0,0
1300.0,77.7156231,12.9714889,4.0,1,2.0,227,0,4.0,0
1830.0,77.76291562,12.98509383,5.0,2,3.0,393,2,2.0,0
700.0,77.73066711,12.93951702,14.0,0,1.0,744,2,4.0,0
1150.0,77.7379943,12.9825102,6.0,1,2.0,775,2,3.0,0
600.0,77.61567729,12.94159349,3.0,1,1.0,438,2,0.0,2
1135.0,77.6696045,12.9254887,4.0,1,2.0,135,2,2.0,1
700.0,77.74860424,12.94296657,2.0,1,1.0,744,2,2.0,2
400.0,77.60224734,12.9417676,2.0,0,1.0,470,1,2.0,3
600.0,77.61224518,12.90919259,4.0,1,2.0,94,2,3.0,3
1200.0,77.6657653,12.9241252,10.0,1,2.0,260,0,4.0,0
1435.0,77.51835087,12.93922382,14.0,2,2.0,551,2,13.0,0
1000.0,77.71655143,12.9908634,4.0,1,2.0,300,2,1.0,0
450.0,77.6101163,12.9165757,2.0,0,1.0,97,0,2.0,2
600.0,77.687367,12.9912802,1.0,1,1.0,484,2,1.0,3
600.0,77.70996368,12.9439353,2.0,0,1.0,520,2,2.0,0
2000.0,77.6089534,12.9776847,1.0,3,2.0,406,2,0.0,3
600.0,77.52578369,12.96057801,3.0,1,1.0,170,2,2.0,3
1080.0,77.6340912,12.9723162,3.0,1,2.0,325,0,0.0,0
1200.0,77.750627,12.9639295,3.0,1,2.0,549,2,3.0,0
1100.0,77.50692831,12.96044182,2.0,1,2.0,539,2,1.0,0
800.0,77.55395475,12.93878762,2.0,1,1.0,112,2,2.0,3
550.0,77.61837557,12.9212191,3.0,0,1.0,179,1,0.0,3
1000.0,77.64710282,12.96909086,2.0,1,2.0,325,2,1.0,2
1800.0,77.6488249,12.9178376,2.0,1,2.0,273,2,1.0,0
1500.0,77.56668672,12.95547708,2.0,2,3.0,168,2,1.0,3
1400.0,77.50696141,12.98063611,2.0,1,3.0,63,2,1.0,0
1100.0,77.61307447,12.91922118,1.0,1,2.0,89,2,1.0,0
1100.0,77.53145995,12.97554135,3.0,1,1.0,762,2,0.0,3
1158.0,77.69609697,12.93126417,4.0,1,2.0,141,2,3.0,0
1200.0,77.54954464,12.98756855,1.0,2,2.0,604,2,0.0,0
1300.0,77.74777955,12.99267053,10.0,1,2.0,393,2,4.0,1
550.0,77.70473382,12.94884342,5.0,0,1.0,499,2,5.0,3
1715.0,77.6991481,12.9371076,6.0,2,2.0,391,2,5.0,0
1000.0,77.53024257,12.96666184,2.0,0,2.0,762,2,1.0,3
1300.0,77.67996431,12.97718655,5.0,2,2.0,395,2,3.0,0
1000.0,77.63887079,12.90684088,3.0,1,2.0,273,2,2.0,3
900.0,77.59271602,12.91496352,0.0,1,2.0,361,2,0.0,1
1800.0,77.57727387,12.92585013,2.0,2,2.0,368,2,2.0,0
750.0,77.6086725,12.9417014,2.0,0,2.0,49,2,0.0,3
800.0,77.52641922,12.99908882,2.0,1,1.0,420,2,0.0,3
1000.0,77.6496505,12.97240015,2.0,1,2.0,715,0,2.0,2
600.0,77.5519148,12.948636,2.0,1,1.0,102,1,0.0,3
950.0,77.6274933,12.99578174,3.0,1,1.0,377,2,2.0,3
675.0,77.61671448,12.90065765,3.0,1,2.0,149,2,1.0,0
600.0,77.68866554,12.9845043,2.0,0,1.0,484,2,0.0,3
1300.0,77.63789779,12.9192023,2.0,2,3.0,11,2,2.0,0
1000.0,77.63484234,12.92273101,4.0,1,2.0,438,2,0.0,3
1650.0,77.694865,12.928852,8.0,2,3.0,47,0,5.0,0
1000.0,77.5454789,12.9106609,2.0,1,2.0,182,2,0.0,0
2400.0,77.6797986,12.9659285,4.0,2,3.0,123,2,3.0,0
800.0,77.59188578,12.95874759,3.0,1,2.0,667,1,3.0,2
650.0,77.61336611,12.96636446,3.0,1,2.0,779,2,2.0,3
1160.0,77.51077563,12.92701177,4.0,1,2.0,597,2,1.0,0
850.0,77.74686761,12.94303528,2.0,1,1.0,744,2,1.0,3
1500.0,77.7151283,12.9473324,3.0,2,3.0,669,2,0.0,0
1125.0,77.66455656,12.97382121,4.0,1,2.0,239,2,4.0,0
1200.0,77.62582323,12.93966149,2.0,0,2.0,438,2,0.0,3
1100.0,77.6692713,12.9242414,9.0,1,2.0,260,0,3.0,0
850.0,77.58261767,12.99739223,4.0,1,2.0,668,2,3.0,3
1800.0,77.62242983,12.95457542,4.0,2,2.0,772,2,4.0,0
550.0,77.63206208,12.9175276,4.0,0,1.0,276,2,1.0,3
1200.0,77.57254171,12.92975538,0.0,1,2.0,124,2,0.0,0
1000.0,77.63383536,12.975892,1.0,1,1.0,322,2,1.0,2
400.0,77.56596815,12.9343023,2.0,0,1.0,124,2,1.0,1
1230.0,77.76519,12.9665694,4.0,2,2.0,320,2,1.0,0
1150.0,77.5940063,12.92535542,2.0,1,2.0,361,2,2.0,0
600.0,77.69399078,12.95354976,5.0,0,1.0,499,1,1.0,3
600.0,77.57435996,12.99878744,3.0,1,1.0,495,1,2.0,3
400.0,77.6021057,12.9181702,3.0,0,1.0,90,2,2.0,3
1000.0,77.6411545,12.9718915,2.0,1,2.0,325,2,0.0,0
800.0,77.51246751,12.93132356,2.0,1,2.0,613,2,0.0,3
1800.0,77.52026751,12.92145554,2.0,2,3.0,597,2,2.0,0
1800.0,77.58991303,12.96560593,0.0,2,1.0,639,0,0.0,0
1000.0,77.70254006,12.9710156,4.0,1,2.0,214,2,1.0,0
1300.0,77.70405805,12.93162068,4.0,2,2.0,571,2,3.0,0
1235.0,77.70178736,12.91444129,4.0,2,3.0,211,2,4.0,0
1300.0,77.57616447,12.906819,3.0,1,2.0,330,2,3.0,0
1250.0,77.56009597,12.99207534,4.0,2,3.0,604,2,3.0,0
1870.0,77.7089289,12.96299178,5.0,2,3.0,151,2,2.0,0
900.0,77.50735344,12.96223493,4.0,1,2.0,539,2,1.0,0
2000.0,77.61866102,12.93622416,0.0,1,2.0,438,2,0.0,0
1100.0,77.74013568,12.95665356,3.0,2,3.0,616,2,0.0,3
1200.0,77.7213058,12.9980725,3.0,1,2.0,74,2,2.0,0
800.0,77.5632834,12.9964978,1.0,1,2.0,694,2,1.0,2
600.0,77.6352042,12.91882294,3.0,0,1.0,353,2,1.0,3
300.0,77.65302483,12.992311,1.0,0,1.0,154,1,0.0,3
1720.0,77.747797,12.962591,17.0,2,3.0,775,2,1.0,0
2400.0,77.7406834,12.9420582,4.0,2,3.0,205,2,1.0,0
960.0,77.66522291,12.91309965,4.0,1,2.0,273,2,0.0,1
450.0,77.70839942,12.94808868,2.0,0,1.0,520,2,2.0,3
600.0,77.54923705,12.98416145,5.0,1,1.0,604,2,1.0,2
1200.0,77.76790675,12.97065436,3.0,1,2.0,545,2,1.0,0
1670.0,77.6846373,12.9328562,9.0,2,3.0,408,2,4.0,1
800.0,77.5909675,12.91561811,0.0,1,1.0,337,2,0.0,0
1000.0,77.55018116,12.90952202,2.0,1,1.0,734,2,0.0,0
1200.0,77.70074734,12.97219469,3.0,1,2.0,209,2,1.0,0
1450.0,77.67449048,12.97666584,3.0,2,2.0,490,2,1.0,0
1090.0,77.67392506,12.97847864,3.0,1,2.0,395,2,2.0,0
1587.0,77.71747589,12.91742229,4.0,2,3.0,162,2,3.0,0
1800.0,77.65934878,12.9588122,2.0,2,3.0,525,0,1.0,0
850.0,77.5753609,12.9421166,0.0,1,1.0,125,2,0.0,2
500.0,77.65205134,12.91242869,5.0,0,1.0,650,2,2.0,3
1280.0,77.75027586,12.94160349,4.0,2,2.0,744,2,2.0,0
1400.0,77.6650722,12.913105,4.0,1,2.0,18,0,3.0,0
1240.0,77.674568,12.97750412,3.0,2,2.0,395,2,2.0,0
400.0,77.62301017,12.90703696,2.0,0,1.0,149,1,1.0,3
800.0,77.76060187,12.96698833,1.0,1,1.0,775,1,0.0,3
1200.0,77.6530188,12.9588635,5.0,1,2.0,525,2,1.0,3
1600.0,77.62722647,12.94905112,3.0,2,3.0,232,2,2.0,3
1200.0,77.76984575,12.97852473,3.0,2,2.0,172,2,1.0,3
650.0,77.54905186,12.92274479,2.0,1,2.0,144,2,1.0,3
600.0,77.61512112,12.92439265,2.0,1,2.0,483,2,0.0,3
1600.0,77.56015595,12.92277831,2.0,1,3.0,102,2,0.0,0
800.0,77.6290941,12.9408293,4.0,1,2.0,232,2,0.0,3
200.0,77.56433552,12.92647225,3.0,5,1.0,102,2,3.0,3
1200.0,77.66418969,12.97724329,2.0,1,1.0,158,2,0.0,3
750.0,77.6308174,12.9385333,2.0,0,1.0,232,2,1.0,1
400.0,77.5619867,12.98209087,4.0,0,1.0,693,2,3.0,3
1500.0,77.5234848,12.9233378,0.0,2,2.0,603,2,0.0,0
1250.0,77.74473169,12.98434641,3.0,1,2.0,775,2,3.0,0
1150.0,77.57673972,12.99296599,3.0,1,2.0,668,2,3.0,0
1560.0,77.5347801,12.9604027,4.0,2,3.0,762,2,3.0,0
500.0,77.61427467,12.92626575,1.0,0,2.0,502,2,1.0,3
1150.0,77.69770094,12.93161447,5.0,1,2.0,141,2,3.0,0
1200.0,77.75714111,12.96426964,4.0,1,2.0,775,0,4.0,0
1050.0,77.70954569,12.96512276,3.0,1,2.0,151,2,1.0,0
1500.0,77.62636732,12.99459067,3.0,2,3.0,193,2,2.0,0
700.0,77.64568459,12.9808135,2.0,0,1.0,325,2,2.0,2
250.0,77.63748497,12.91373151,2.0,5,1.0,273,0,1.0,3
900.0,77.60632288,12.91055933,2.0,1,2.0,86,2,0.0,0
1210.0,77.73066711,12.93951702,13.0,1,2.0,744,2,12.0,0
1345.0,77.61011425,12.90223679,4.0,2,2.0,145,2,1.0,0
1000.0,77.718433,12.965153,4.0,1,1.0,40,2,0.0,0
550.0,77.68848427,12.96677108,3.0,0,1.0,6,2,3.0,1
500.0,77.63295702,12.90710357,1.0,0,1.0,273,2,0.0,3
1100.0,77.66756626,12.91529975,4.0,1,2.0,294,2,0.0,0
2700.0,77.64639031,12.91428478,0.0,2,3.0,274,2,0.0,1
1258.0,77.7138297,12.989152,4.0,1,2.0,662,2,3.0,0
1270.0,77.61146234,12.9377247,4.0,1,2.0,444,2,2.0,0
1030.0,77.7035853,12.96080782,4.0,1,2.0,499,2,3.0,0
1230.0,77.73772897,12.9399457,4.0,1,2.0,744,0,3.0,0
1200.0,77.50640283,12.96336014,4.0,1,2.0,539,2,0.0,0
1000.0,77.52045757,12.91448443,2.0,1,2.0,597,2,0.0,0
700.0,77.65580714,12.95286371,2.0,0,1.0,525,2,2.0,3
1200.0,77.64997366,12.90563744,3.0,1,2.0,273,2,2.0,3
1750.0,77.56405213,12.92944977,1.0,2,2.0,114,2,0.0,0
600.0,77.71370069,12.99277903,4.0,0,1.0,300,2,2.0,1
1350.0,77.64214263,12.96822348,2.0,2,3.0,322,0,2.0,2
1000.0,77.55349937,12.92344077,3.0,2,2.0,102,2,1.0,0
1200.0,77.61593416,12.91613671,4.0,1,1.0,86,2,2.0,0
900.0,77.57520633,12.97449805,3.0,0,1.0,789,2,3.0,3
1200.0,77.59243908,12.90787651,2.0,1,3.0,337,2,1.0,3
1750.0,77.54946968,12.92070589,3.0,2,2.0,102,2,1.0,0
800.0,77.5345164,12.9344948,3.0,1,2.0,107,2,3.0,0
750.0,77.55974853,12.93913097,2.0,1,2.0,112,2,1.0,3
1850.0,77.733105,12.968408,11.0,2,3.0,548,2,1.0,0
1575.0,77.7047824,12.9310266,4.0,2,2.0,336,2,3.0,0
1200.0,77.595018,12.9018171,2.0,2,3.0,339,2,2.0,0
1142.0,77.6374733,12.92338616,4.0,1,2.0,438,0,2.0,0
1100.0,77.63555252,12.91198146,0.0,2,2.0,657,2,0.0,0
950.0,77.50339074,12.9604302,2.0,1,1.0,489,2,2.0,0
400.0,77.7536485,12.96978915,4.0,0,1.0,775,2,4.0,0
600.0,77.69623547,12.99511125,3.0,0,1.0,484,2,3.0,3
600.0,77.54665816,12.9169364,2.0,0,1.0,182,0,0.0,0
1200.0,77.6739098,12.9229225,3.0,1,2.0,135,2,1.0,0
1350.0,77.675242,12.9027575,9.0,1,2.0,409,2,5.0,0
1000.0,77.64453603,12.9118798,2.0,1,2.0,273,2,1.0,0
1200.0,77.67669998,12.92146357,2.0,1,2.0,135,2,1.0,3
1000.0,77.76442228,12.96720226,2.0,1,2.0,775,2,1.0,3
1370.0,77.76425171,12.9828577,5.0,2,3.0,776,2,3.0,0
700.0,77.538081,12.9433374,4.0,1,2.0,102,2,2.0,3
1080.0,77.6776419,12.98077404,5.0,1,2.0,395,2,1.0,0
700.0,77.6017728,12.9605067,2.0,0,1.0,476,2,2.0,2
900.0,77.6723441,12.9945384,5.0,1,2.0,730,2,2.0,0
1100.0,77.7373518,12.9265955,14.0,1,2.0,264,2,11.0,0
1120.0,77.74091311,12.9423333,4.0,1,2.0,744,2,1.0,0
600.0,77.64194119,12.96311892,1.0,0,1.0,325,1,1.0,3
1185.0,77.70083297,12.94912447,4.0,1,2.0,499,2,2.0,0
1500.0,77.52858033,12.95839913,1.0,3,2.0,762,2,0.0,0
450.0,77.69298639,12.95243098,2.0,0,1.0,499,2,0.0,3
600.0,77.63381209,12.92891395,2.0,0,1.0,448,2,1.0,2
900.0,77.5335518,12.96860859,2.0,1,2.0,762,2,2.0,3
1000.0,77.54199899,12.97055604,1.0,1,2.0,762,2,0.0,3
1236.0,77.69866528,12.9886605,3.0,1,2.0,247,2,2.0,0
800.0,77.54837222,12.93244429,3.0,1,1.0,102,2,2.0,3
800.0,77.60873749,12.9171994,1.0,1,1.0,90,2,0.0,1
500.0,77.63705649,12.91268807,2.0,0,1.0,273,2,2.0,2
940.0,77.64011049,12.91259755,3.0,1,2.0,273,0,3.0,1
1500.0,77.7405222,12.9695727,3.0,2,2.0,775,2,0.0,0
600.0,77.62268029,12.94213442,3.0,1,1.0,438,2,2.0,2
1439.0,77.7013089,12.94226965,8.0,2,2.0,571,2,7.0,0
650.0,77.55770339,12.91251217,2.0,0,1.0,565,2,0.0,3
1500.0,77.71641598,12.99062164,3.0,2,3.0,300,2,0.0,0
1100.0,77.71789101,12.96597666,4.0,1,2.0,151,0,1.0,1
600.0,77.69324821,12.97451635,4.0,0,1.0,214,2,0.0,1
1460.0,77.7337254,12.9801606,7.0,2,3.0,580,0,6.0,0
1440.0,77.67491973,12.97690035,1.0,1,2.0,491,2,0.0,1
1200.0,77.74696068,12.93810854,1.0,2,3.0,744,2,0.0,3
1200.0,77.5899702,12.9001535,3.0,1,2.0,340,2,3.0,0
800.0,77.53762898,12.9607265,3.0,1,2.0,762,2,2.0,3
550.0,77.60311423,12.91767785,3.0,1,1.0,90,1,0.0,0
700.0,77.68009308,12.94518585,3.0,1,2.0,783,2,3.0,3
1290.0,77.72023516,12.9537884,4.0,1,2.0,616,2,4.0,0
800.0,77.7498525,12.93699112,4.0,1,2.0,744,2,2.0,0
1600.0,77.6692713,12.9242414,8.0,2,3.0,260,2,1.0,0
800.0,77.62657218,12.97713236,3.0,1,2.0,731,2,1.0,0
1165.0,77.68194,12.9670596,4.0,1,2.0,123,2,1.0,0
1395.0,77.67560555,12.90438142,4.0,2,2.0,409,2,3.0,0
1050.0,77.5188868,12.9021731,4.0,1,2.0,736,2,0.0,0
1425.0,77.64960371,12.90100208,3.0,2,3.0,273,2,3.0,0
1150.0,77.66327138,12.99227296,4.0,1,2.0,158,2,3.0,0
2200.0,77.66464113,12.90391507,12.0,2,4.0,294,2,9.0,0
1550.0,77.5854379,12.9056435,4.0,2,3.0,337,2,2.0,0
900.0,77.54000741,12.94188009,1.0,1,1.0,102,1,0.0,3
750.0,77.5569265,12.9293653,2.0,0,1.0,416,2,0.0,3
1290.0,77.75884757,12.97618821,4.0,1,2.0,775,2,1.0,1
1307.0,77.6428981,12.9192477,12.0,1,2.0,655,2,7.0,0
1600.0,77.6999687,12.9070493,13.0,2,3.0,354,2,5.0,0
500.0,77.65508295,12.95823542,2.0,0,1.0,528,1,1.0,2
1100.0,77.72307467,12.90144105,3.0,1,2.0,512,2,1.0,0
600.0,77.63792462,12.9190925,3.0,1,1.0,276,2,1.0,3
1800.0,77.59045408,12.91776332,1.0,2,3.0,356,2,0.0,0
1336.0,77.7315103,12.9671275,4.0,2,2.0,775,0,3.0,0
450.0,77.6098265,12.9232081,4.0,0,1.0,711,2,3.0,1
1000.0,77.56973841,12.95277609,1.0,1,1.0,124,2,0.0,3
1320.0,77.7460451,12.9609373,16.0,1,2.0,775,2,9.0,0
1019.0,77.70559512,12.99363372,4.0,1,2.0,484,0,2.0,0
800.0,77.55750667,12.93145135,2.0,1,2.0,104,2,2.0,3
1600.0,77.77125419,12.9786558,4.0,2,3.0,172,2,2.0,0
1800.0,77.6573979,12.9821116,4.0,2,3.0,701,0,4.0,0
950.0,77.63774193,12.95881149,2.0,1,3.0,223,2,1.0,3
1170.0,77.5221163,12.90539993,4.0,1,2.0,613,2,2.0,0
850.0,77.68259661,12.97402335,3.0,1,2.0,214,2,3.0,0
1200.0,77.60217006,12.91850318,1.0,1,2.0,90,2,0.0,3
150.0,77.68653867,12.92679716,3.0,5,1.0,135,2,2.0,3
800.0,77.6559598,12.955038,3.0,0,2.0,525,2,2.0,3
1000.0,77.67016764,12.97688521,0.0,1,2.0,490,2,0.0,3
1215.0,77.51283264,12.91036224,4.0,1,2.0,612,2,2.0,0
800.0,77.62321159,12.95081349,3.0,1,2.0,232,2,0.0,0
1400.0,77.58397249,12.90260674,1.0,1,2.0,337,2,0.0,1
425.0,77.64735659,12.90827488,3.0,0,1.0,284,2,3.0,3
1500.0,77.54221381,12.93344339,1.0,2,3.0,104,2,0.0,0
700.0,77.76372369,12.99176105,3.0,1,2.0,393,1,2.0,3
1800.0,77.722116,12.9220177,6.0,2,3.0,263,2,5.0,0
1160.0,77.7337958,12.9850201,4.0,1,2.0,580,2,3.0,0
1200.0,77.6496036,12.90566543,3.0,1,2.0,273,2,2.0,3
1800.0,77.57270436,12.90722297,4.0,3,4.0,337,2,3.0,0
1800.0,77.51872522,12.91971763,1.0,2,3.0,613,2,0.0,0
400.0,77.62477029,12.94784309,2.0,0,1.0,232,2,0.0,3
900.0,77.59970487,12.91743671,2.0,1,2.0,361,2,1.0,3
900.0,77.66642582,12.91440794,3.0,0,1.0,273,2,1.0,0
1100.0,77.54749469,12.99596185,1.0,1,2.0,128,2,1.0,3
1560.0,77.6480195,12.9635314,5.0,2,3.0,432,2,1.0,0
800.0,77.66478713,12.97108239,2.0,1,2.0,726,2,1.0,3
900.0,77.56375659,12.93321314,3.0,0,1.0,722,2,3.0,3
1500.0,77.733105,12.968408,10.0,2,3.0,548,2,1.0,1
220.0,77.6339395,12.97684098,3.0,5,1.0,325,2,3.0,3
1100.0,77.53389453,12.9742847,3.0,1,2.0,762,2,1.0,3
1059.0,77.55753978,12.91250956,1.0,1,2.0,565,2,1.0,0
1320.0,77.7460451,12.9609373,15.0,1,2.0,775,2,8.0,0
500.0,77.68920163,12.98983751,2.0,0,1.0,484,2,1.0,0
700.0,77.57291752,12.92433217,2.0,1,1.0,114,2,0.0,3
1210.0,77.75390301,12.96664954,4.0,1,2.0,775,2,2.0,0
1100.0,77.5524925,12.9900578,2.0,1,2.0,608,2,0.0,3
700.0,77.5298856,12.9719161,2.0,0,1.0,72,2,0.0,0
1250.0,77.5487161,12.9193736,4.0,2,2.0,182,2,3.0,0
600.0,77.53857929,12.92804896,1.0,1,2.0,305,2,0.0,0
500.0,77.5175123,12.9168773,2.0,0,1.0,597,2,0.0,2
1576.0,77.72448176,12.96444281,5.0,2,3.0,151,2,1.0,0
450.0,77.55178824,12.93884312,2.0,1,2.0,102,1,0.0,3
1190.0,77.7340312,12.9725374,4.0,1,2.0,548,0,0.0,0
1350.0,77.58236168,12.90428462,3.0,1,2.0,337,2,0.0,3
1200.0,77.6132649,12.91941203,2.0,1,2.0,89,2,0.0,3
350.0,77.64596793,12.98081799,2.0,5,1.0,325,2,1.0,3
1810.0,77.6985903,12.9878925,4.0,2,3.0,248,2,2.0,0
800.0,77.53478232,12.98335679,4.0,1,2.0,128,2,0.0,0
500.0,77.63018771,12.93405365,2.0,0,1.0,438,2,2.0,0
